SA2_CODE_2021,went_to_work_total,car_share,pt_share,SA2_NAME21,stops_count,area_km2,stops_per_km2,region,IRSAD_Score,IRSAD_Decile
213051363,3539,0.7923142130545352,0.1650183667702741,Laverton,113,22.245,5.0,VIC,1015,6
213051368,5114,0.8846304262807978,0.0694172858818928,Werribee - South,94,114.033,1.0,VIC,1001,6
213051464,5299,0.8922438195886017,0.0737875070768069,Point Cook - East,34,19.036,2.0,VIC,1072,8
213051466,4704,0.8703231292517006,0.1122448979591836,Point Cook - South,22,9.422,2.0,VIC,1087,9
213051467,5549,0.8778158226707515,0.0895656875112632,Werribee - East,112,7.757,14.0,VIC,897,2
213051468,7322,0.8979786943458071,0.075935536738596,Werribee - West,69,127.663,1.0,VIC,992,5
213051579,2849,0.8006318006318006,0.18006318006318,Manor Lakes - Quandong,13,72.034,0.0,VIC,1037,7
213051580,4143,0.8904175718078687,0.0663770214820178,Point Cook - North East,46,5.553,8.0,VIC,1033,7
213051581,2799,0.8781707752768846,0.1007502679528403,Point Cook - North West,16,2.938,5.0,VIC,1057,8
213051582,3122,0.8689942344650865,0.0932094811018577,Tarneit (West) - Mount Cottrell,19,36.706,1.0,VIC,1021,6
213051583,8815,0.8490073737946682,0.1115144639818491,Tarneit - Central,81,7.96,10.0,VIC,1011,6
213051584,2421,0.8574969021065675,0.1148285832300702,Tarneit - North,20,14.346,1.0,VIC,1031,7
213051585,3441,0.8788142981691369,0.0877651845393781,Tarneit - South,32,3.13,10.0,VIC,981,5
213051586,2887,0.8787668860408728,0.0852095600969864,Truganina - North,13,17.52,1.0,VIC,1046,7
213051587,3003,0.8541458541458542,0.1032301032301032,Truganina - South East,22,4.268,5.0,VIC,1053,8
213051588,5380,0.8685873605947956,0.0838289962825278,Truganina - South West,38,5.377,7.0,VIC,995,5
213051589,2782,0.8569374550682962,0.120057512580877,Wyndham Vale - North,22,51.25,0.0,VIC,976,5
213051590,4128,0.8917151162790697,0.0784883720930232,Wyndham Vale - South,66,4.957,13.0,VIC,947,3
214011370,8387,0.9348992488374864,0.0310003576964349,Carrum Downs,105,20.308,5.0,VIC,950,3
214011371,7449,0.8873674318700496,0.053966975432944,Frankston,139,11.625,12.0,VIC,962,4
214011372,5763,0.9120249869859448,0.0527503036612875,Frankston North,121,13.239,9.0,VIC,909,2
214011373,5407,0.9361938228222676,0.0220085074902903,Frankston South,65,14.561,4.0,VIC,1062,8
214011374,8903,0.9441761204088508,0.0196562956306862,Langwarrin,96,37.62,3.0,VIC,1005,6
214011375,5327,0.9067017082785808,0.0527501407921907,Seaford (Vic.),93,12.432,7.0,VIC,979,5
214011376,4809,0.9494697442295696,0.0185069661052193,Skye - Sandhurst,17,19.815,1.0,VIC,1028,7
214021377,3689,0.9406343182434264,0.0151802656546489,Dromana,36,45.058,1.0,VIC,998,6
214021378,1437,0.8761308281141267,0.0027835768963117,Flinders,12,287.379,0.0,VIC,1095,9
214021379,7764,0.8503348789283874,0.0132663575476558,Hastings - Somers,84,108.885,1.0,VIC,969,4
214021381,4695,0.9407880724174654,0.022790202342918,Mount Eliza,31,23.208,1.0,VIC,1115,10
214021382,5565,0.9471698113207548,0.0156334231805929,Mount Martha,76,30.21,3.0,VIC,1068,8
214021383,4728,0.9223773265651438,0.015228426395939,Point Nepean,198,67.186,3.0,VIC,1016,6
214021384,5897,0.9462438528065118,0.0113617093437341,Rosebud - McCrae,78,23.795,3.0,VIC,948,3
214021385,6807,0.934919935360658,0.0148376671073894,Somerville,57,117.355,0.0,VIC,999,6
214021591,4469,0.9407026180353548,0.0205862609084806,Mornington - East,51,14.689,3.0,VIC,995,5
214021592,2597,0.9041201386214864,0.0154023873700423,Mornington - West,69,6.404,11.0,VIC,1036,7
215011386,2749,0.897053473990542,0.0112768279374317,Ararat,69,161.179,0.0,VIC,904,2
215011387,984,0.8323170731707317,0.0,Ararat Surrounds,19,4023.197,0.0,VIC,998,6
215011388,6445,0.9106283941039566,0.0048099301784328,Horsham,125,83.069,2.0,VIC,948,3
215011389,1270,0.8913385826771654,0.0,Horsham Surrounds,12,4251.465,0.0,VIC,1012,6
215011390,2253,0.8193519751442521,0.0013315579227696,Nhill Region,19,11042.677,0.0,VIC,934,3
215011391,1159,0.8369283865401208,0.0034512510785159,St Arnaud,13,3008.576,0.0,VIC,920,2
215011392,2872,0.8802228412256268,0.008008356545961,Stawell,79,2743.43,0.0,VIC,921,2
215011393,863,0.8227114716106605,0.0,West Wimmera,4,5686.382,0.0,VIC,967,4
215011394,2007,0.841056302939711,0.001993024414549,Yarriambiack,48,7139.588,0.0,VIC,922,2
215021395,3077,0.932076698082548,0.0081247968800779,Irymple,21,88.573,0.0,VIC,987,5
215021396,1710,0.9280701754385964,0.0076023391812865,Merbein,37,101.714,0.0,VIC,922,2
215021398,1303,0.8511128165771297,0.0107444359171143,Mildura Surrounds,20,21568.915,0.0,VIC,947,3
215021399,2187,0.9373571101966164,0.0128029263831732,Red Cliffs,20,246.723,0.0,VIC,902,2
215021469,6197,0.9101177989349686,0.0079070517992577,Mildura - North,138,25.117,5.0,VIC,888,1
215021470,6029,0.9441034997512026,0.0061370044783546,Mildura - South,122,50.997,2.0,VIC,932,3
215031400,2006,0.8000997008973081,0.0044865403788634,Buloke,21,8068.685,0.0,VIC,946,3
215031401,2240,0.8642857142857143,0.0049107142857142,Gannawarra,13,3568.323,0.0,VIC,934,3
215031402,1205,0.8796680497925311,0.0024896265560165,Kerang,4,146.608,0.0,VIC,895,2
215031403,1330,0.8548872180451128,0.0466165413533834,Robinvale,5,181.596,0.0,VIC,867,1
215031404,4451,0.9045158391372724,0.004493372275893,Swan Hill,49,126.59,0.0,VIC,940,3
215031405,2489,0.8818802732020892,0.0200883889112093,Swan Hill Surrounds,28,5759.581,0.0,VIC,940,3
216011406,5676,0.9154334038054968,0.0036997885835095,Echuca,66,183.953,0.0,VIC,937,3
216011407,3860,0.8927461139896373,0.0015544041450777,Kyabram,8,738.862,0.0,VIC,926,3
216011408,1405,0.8804270462633452,0.0021352313167259,Lockington - Gunbower,8,1646.438,0.0,VIC,960,4
216011409,1308,0.8975535168195719,0.0022935779816513,Rochester,24,351.644,0.0,VIC,918,2
216011410,1226,0.8646003262642741,0.0,Rushworth,19,1633.887,0.0,VIC,916,2
216021411,2128,0.9088345864661654,0.0023496240601503,Cobram,14,131.723,0.0,VIC,889,1
216021412,961,0.8761706555671176,0.0,Moira,7,1498.829,0.0,VIC,956,4
216021413,4265,0.8860492379835874,0.0023446658851113,Numurkah,17,2320.673,0.0,VIC,934,3
216021414,2693,0.9134793910137392,0.0011139992573338,Yarrawonga,2,94.697,0.0,VIC,934,3
216031415,2738,0.9463111760409058,0.0043827611395178,Mooroopna,72,39.973,2.0,VIC,873,1
216031416,7557,0.9149133253936748,0.0100569008865952,Shepparton - North,162,65.658,2.0,VIC,949,3
216031418,1525,0.8963934426229508,0.0052459016393442,Shepparton Surrounds - East,6,1055.578,0.0,VIC,999,6
216031419,3512,0.890375854214123,0.0011389521640091,Shepparton Surrounds - West,13,1028.678,0.0,VIC,950,3
216031593,3577,0.9577858540676544,0.0030752026838132,Kialla,26,77.443,0.0,VIC,1015,6
216031594,5206,0.9241260084517864,0.0072992700729927,Shepparton - South East,120,65.831,2.0,VIC,864,1
217011420,2970,0.8818181818181818,0.0013468013468013,Glenelg (Vic.),18,6121.425,0.0,VIC,942,3
217011421,3798,0.9044233807266984,0.0039494470774091,Hamilton (Vic.),73,198.337,0.0,VIC,944,3
217011422,3848,0.9287941787941788,0.0007796257796257,Portland,61,63.985,1.0,VIC,902,2
217011423,2004,0.8293413173652695,0.0024950099800399,Southern Grampians,19,6562.644,0.0,VIC,991,5
217031471,1187,0.8820556023588879,0.004212299915754,Camperdown,7,98.118,0.0,VIC,928,3
217031472,4849,0.9069911321922046,0.0022685089709218,Colac,76,54.735,1.0,VIC,903,2
217031473,2028,0.8831360946745562,0.0039447731755424,Colac Surrounds,21,1934.277,0.0,VIC,988,5
217031474,1777,0.8660664040517726,0.0,Corangamite - North,9,2538.33,0.0,VIC,939,3
217031475,2567,0.794312426957538,0.0,Corangamite - South,16,1805.206,0.0,VIC,979,5
217031476,1139,0.7866549604916594,0.0087796312554872,Otway,24,1505.888,0.0,VIC,977,5
217041477,2482,0.8646253021756648,0.0040290088638195,Moyne - East,19,3275.799,0.0,VIC,986,5
217041478,3393,0.8894783377541998,0.0073681108163866,Moyne - West,50,2037.762,0.0,VIC,1005,6
217041479,8787,0.937748947308524,0.0062592466143166,Warrnambool - North,99,62.42,2.0,VIC,956,4
217041480,5036,0.8786735504368547,0.0085385226370135,Warrnambool - South,90,120.196,1.0,VIC,972,4
297979799,9,0.4444444444444444,0.0,Migratory - Offshore - Shipping (Vic.),0,0.0,,VIC,,
299999499,1148,0.7151567944250871,0.1080139372822299,No usual address (Vic.),0,0.0,,VIC,,
